title,artist,song_id,lyrics
Whiplash,aespa,38123332,"One look give ‘em Whiplash
Beat drop with a big flash
집중해 좀 더
Think fast
이유 넌 이해 못 해
왜 이제야
Know I did that
Day 1 know I been bad
Don’t stop
흔들린 채
무리해도
Can’t touch that
(Can't touch that)
Under pressure,
body sweating
Can you focus
어디서나 거침없어
I’m the coldest
오직 나만이
이 판을 바꿀 Changer
Just close your eyes,
breathe in and visualize
One look give ‘em Whiplash
Beat drop with a big flash
집중해 좀 더
Think fast
이유 넌 이해 못 해
왜 이제야
Know I did that
Day 1 know I been bad
Don’t stop
흔들린 채
무리해도
Can’t touch that
(Can't touch that)
Whip-Whiplash
Whip-Whiplash
Whip-Whiplash
Whip-Whiplash
Whip-Whiplash
Whip-Whiplash
Whip-Whiplash
One look give ‘em Whiplash
Fancy
이건 참 화려해
It’s glowing and it’s flashy
알아 적당함이 뭔지
Keep it classy
따라 하지
넌 또 하나부터 열까지
아닌척하지
Yeah
Under pressure,
body sweating
Can you focus
(Hoo)
I deliver, I can promise
I’m the coldest
(Cold)
외면해도 소용없지
Don't you blow it
Just close your eyes,
breathe in and visualize
시작되는 순간
끝나버린 판단
기횐 오직 One time
Unforgettable
찾아낸 The right light
사라지지 않아
눈에 새긴 One time
Unforgettable
One look give ‘em Whiplash
Beat drop with a big flash
집중해 좀 더
Think fast
이유 넌 이해 못 해
왜 이제야
Know I did that
Day 1 know I been bad
Don’t stop
흔들린 채
무리해도
Can’t touch that
(Can't touch that)
I’m the highlight
비춰 Red light
Yeah Tonight,
it's all about me
(All about me)
You know it’s my site 
거친 Next sigh
만들어갈 History
One look give ‘em Whiplash
(Whip-Whip)
Beat drop with a big flash
따라와 어서 Move fast
(Move move move)
이유 넌 이해 못 해
왜 이제야
Know I did that
(Did that)
Day 1 know I been bad
(Been bad)
Don’t stop
흔들린 채
다가와도
Can’t touch that
(Can't touch that)
Whip-Whiplash
Whip-Whiplash
Whip-Whiplash
Whip-Whiplash
Whip-Whiplash
Whip-Whiplash
Whip-Whiplash
One look give ‘em Whiplash"
WICKED,ALLDAY PROJECT,39180051,"Baby I’m the trillest
보란 듯 간이 배 밖에 
난 몰라 average 
Fashion game I manage
Gotta do some damage
네가 말한 놈이 나지
You gon’ need some cameras
To snap it flick it ‘cause we
Wicked wicked wicked (wicked)
Wicked wicked wicked (wicked)
Wicked wicked wicked (wicked)
Wicked wicked wicked (wicked)
Ha
You really talkin’ to me like that better know that I hit back ha
다 지겨워 말뿐인 chit chat
다시 refresh로 reset ha
R E S P E C T yuh
Give me ma respect
아무도 못 해 my vibe accept that
Pray one day you gon’ get that
Take your shot
Photoshoot
Pop pop pop
Photoshoot
Take your shot
Photoshoot
Pop pop pop
To snap it flick it ‘cause we
Wicked wicked wicked (wicked)
Wicked wicked wicked (wicked)
Wicked wicked wicked (wicked)
Wicked wicked wicked (wicked)
Wreckin’ like I’m demon keep yo compliment
My drip so sentimental mental miss a proof
With heavy metal that I set
The wave
They addicted, could’ve predicted
Ambition bring friction to ya jurisdiction 
Oh they be fiction, lackin’ conviction
Baby bite the bullet bet I’m wicked  
Take your shot
Photoshoot
Pop pop pop
Photoshoot
Take your shot
Photoshoot
Pop pop pop
To snap it flick it ‘cause we
Yeah we do this all day
Wicked but we don’t play
다 관심 없고 신경 꺼
난 내 갈 길 갈게
See me, Medusa
날 본 순간 freeze up
Gotta pop out and show out
They really not ready
Be scared when we pull up
허세는 안 떨어 
근데 ice chain 걸어 
여기 돈 다 털어 
착한 척 지겨워 
뺏길 바엔 나쁠래
판에 불 질러 버려 
그래 목숨 걸어
떨고 싶어도 못 떨어
Show up posin’ threats all ‘em posers breakin’ sweats
이제 다 stand up 전 세계가 stan us  
허기졌다길래 yeah we answered to the call
Lights camera action 
Take your shot
Photoshoot
Pop pop pop
Photoshoot
Take your shot
Photoshoot
Pop pop pop
To snap it flick it"
어제보다 슬픈 오늘,우디 (Woody),38733032,"밤새도록 내리던 소낙비가 네 모습을 지울까
네가 떠난 어제보다도 난 오늘이 더 슬퍼지고
나의 창에 비친 아침 햇살이 어젯밤을 다 지울까
퉁퉁 부은 내 눈 속에는 아직 너를 보낸 눈물이
거울 속에 비친 내 모습은 괜찮다며 웃는데
거울 밖에 난 울고 있잖아
넌 괜찮니 지금도 나는 실감 나지 않는다
어제 네가 쓰던 컵이 아직 나와 둘이 앉아 있고
너의 사랑이 머물다 떠난
내 방안의 슬픔은 내 가슴에 스며
내게 어제보다 더 큰 아픔을 주네
밤새도록 힘들게 취한다고 네 모습을 잊을까
어제 네가 했던 이별 얘기는 도무지 기억이 안 나
내 얼굴에 드리운 아침 햇살 힘들게 나 눈을 뜨면
네가 없는 텅 빈 침대만이 내 이별을 말하네
거울 속에 비친 내 모습은 괜찮다며 웃는데
거울 밖에 난 울고 있잖아
넌 괜찮니 아직도 나는 믿어지지 않는다
문득 현관문을 열면 네가 웃으면서 올 것 같아
너의 사랑이 남겨진 여기
이 공간의 슬픔은 내 두 눈을 적셔
오늘 어제보다 더 큰 슬픔이 되어
넌 괜찮니 지금도 나는 실감 나지 않는다
어제 네가 쓰던 컵이 아직 나와 둘이 앉아 있고
너의 사랑이 머물다 떠난
내 방안의 슬픔은 내 가슴에 스며
내게 어제보다 더 큰 아픔을 주네
어제보다 더 오늘이 아프다"
like JENNIE,제니 (JENNIE),38629386,"Come on, it’s gon be f*** hard
Special edition and your AI couldn’t copy 
I’m leaving clues in the fitting room and it’s hot tea 
No I’m not thinking ’bout no exes know they miss me 
I got the whole room spinning like it’s tipsy 
Don’t bore us take you to the chorus 
Whooooooo wanna rock with Jennie 
Keep your hair done, nails done like Jennie 
Who else got ‘em obsessed like Jennie 
Like like like 
Jennie Jennie Jennie 
I think I really like 
( Jennie Jennie Jennie )
Haters they don’t really like 
( Jennie Jennie Jennie )
Cause they can never ever be 
( Jennie Jennie Jennie )
But have you ever met 
Jennie Jennie Jennie Jennie 
Jennie 
It’s Jennie Jennie Jennie 
Jennie Jennie 
But have you ever met 
But have you ever met 
얼말 줘도 못해 서커스짓 
포징 한 번에 만들어 mosh pit 
They can't deal with me cause I’m priceless 
여러 셀럽들 속에 내 DNA 
Get get outta my way 
바비가 처키가 되기 전에
Name, shame, blame 
Tryna burst my bubble 
터트려봐 그럼 더 큰 홀에서
만나는 거야 제니를 
Keep shading 
예술작품엔 필요해 frame이 
I’ve slayed it, and I graved it 
Yes I'm guilty 잘난 게 죄니 
Whooooooo wanna rock with Jennie 
Keep you hair done, nails done like Jennie 
Who else got ’em obsessed like Jennie 
Like like like 
I think I really like Jennie 
Haters they don’t really like Jennie 
Cause they can never ever be Jennie 
But have you ever met 
Jennie Jennie Jennie 
Jennie Jennie Jennie Jennie 
It’s Jennie Jennie Jennie 
Jennie Jennie Jennie 
Jennie 
Like Jennie Jennie Jennie 
Jennie Jennie 
Rock with Jennie 
Keep your hair done, nails done like Jennie 
Who else got ’em obsessed like 
But have you ever met Jennie 
But have you ever met 
Jennie Jennie Jennie 
It’s Jennie Jennie Jennie Jennie"
"HOME SWEET HOME (feat. 태양, 대성)",G-DRAGON,38242510,"You say, It’s changed
Show must go on, Behave
오랜만에 옛 노래해
I’m feelin’ like I never left
(That’s right) I never left
But you ain’t know, O.K then lights camera, Act like you know
Don’t play on me no we’re
Air B&B, You’re ‘Home-less’
혼비백산-해진-미-장센 (mise-en-scène)
도레미파시도 (Now you know it)
두껍아 두껍아 Came with the troops
뜯고 맛보고 즐기고 big bang when I shoot
‘King’ in the Zoo, He gotta do what I do
1 of 1, not of them (mirror)
Man in the ‘Views’ Aimin’ at you?!
Yea, I’m aiming at a man & Amen achoo
Bless you all ‘Cleaned house’ Foo
Golden days are still alive
외롭다는 말하지 마
내가 있는 곳, 네가 있을 곳
The place that I belong 
HOME SWEET HOME
HOME SICK HOME
Well I said, I would be back
And I’d never let you go
Pick a petal off a flower
Daze you love me Nope? 
Well I said, I would be back
And I’d never let you go
Pick a petal off a flower
Do you love me or (STOP!)
Winner winner chicken killer, 삼계탕 dinner
하나 둘 set down (1, 2 step) ‘Fantastic’한 팀워크
Not mini, 많이. ‘More’
Rock, scissors, paper. ‘Toast’
This is how we do it just do it let’s do it y’all
Work- work- 월화수목금토- 일
They gon’ wait til’ I’m gone
So I came, I saw, I won
‘G just D’ Word is my bond
나 무대로 올라, Coup d’e shh
단숨에 호흡곤란, Hook catch this
아 ‘무제’ 도 몰라? Bull as shh
Whatever?! ‘Now or Never’
Golden days are still alive
외롭다는 말하지 마
네가 있을 곳에 내가 있는 걸
The place that I belong
 
HOME SWEET HOME
HOME SICK HOME
Well I said, I would be back
And I’d never let you go
Pick a petal off a flower
Daze you love me Nope? 
Well I said, I would be back
And I’d never let you go
Pick a petal off a flower
Do you love me or (STOP!)
We alike dead or alive, Your life? Still-life
It’s so nice, I missed u a lot, You’re welcome Back home, Wherever you are
We alike dead or alive, Your life is still with me Livin’ good-life, Day or Nights,
The high-light, It’s about time to ‘ROCK-ON’
HOME SWEET HOME
HOME SICK HOME
Well I said, I would be back
And I’d never let you go
Pick a petal off a flower
Daze you love me Nope? 
Well I said, I would be back
And I’d never let you go
Pick a petal off a flower
Do you love me or (STOP!)"
How It’s Done,HUNTR/X,39166703,"Ugh, you came at a bad time
But you just crossed the line
You wanna get wild?
Okay, I'll show you wild
Better come right, better luck tryin', gettin' to our level
'Cause you might die, never the time, tryna start a battle
Bleeding isn't in my blood, 뼈속부터 달라서
Beating you is what I do, do, do, yeah
Body on body, I'm naughty, not even sorry
And when you pull up, I'll pull up
A little late to the party (Na-na-na-na)
Locked and loaded, I was born for this
There ain't no point in avoiding it
Annoyed? A bit
불을 비춰 다 비켜, 네 앞길을 뺏겨
Knocking you out like a lullaby
Hear that sound ringing in your mind
Better sit down for the show
'Cause I'm gonna show you how it's done, done, done
(Hey) Huntrix don't miss
How it's done, done, done
(Hey) Huntrix don't quit
How it's done, done, done
Run, run, we run the town
Whole world playin' our sound
Turnin' up, it's goin' down
Huntrix show this, how it's done, done, done
Yeah, something about when you come for the crown
That's so humbling, huh?
갑자기 왜 그래? 먼저 건드려, 왜?
이제야 포기해, what?
Nothing to us, run up, you're done up, we come up
From sunup to sundown, so come out to play
Won either way, we're one in a million
We killin', we bring it, you want it? Okay
Heels, nails, blade, mascara
Fit check for my napalm era
Need to beat my face, make it cute and savage
Mirror, mirror on my phone, who's the baddest? (Us, hello?)
Knocking you out like a lullaby
Hear that sound ringing in your mind
Better sit down for the show
'Cause I'm gonna show you (I'm gonna show you)
(I'm gonna show you) How it's done, done, done
I don't talk, but I bite, full of venom (Uh)
Spittin' facts, you know that's
How it's done, done, done
Okay, like, I know I ramble
But when shootin' my words, I go Rambo
Took blood, sweat, and tears, to look natural (Uh)
That's how it's done, done, done
Hear our voice unwavering
'Til our song defeats the night
Makin' fear afraid to breathe
'Til the dark meets the light (How it's done, done, done)
Run, run, we run the town (Done, done, done)
Whole world playin' our sound (Done, done, done)
Turnin' up, it's going down (Done, done, done)
Huntrix, show this how it's done, done, done
We hunt you down, down, down (Down)
(Done, done, done)
We got you now, now, now (Got you now)
(Done, done, done)
We show you how, how, how (Show you how)
Huntrix, don't miss, how it's done, done, done"
Never Ending Story,아이유,39051429,"손 닿을 수 없는 저기 어딘가
오늘도 난 숨 쉬고 있지만
너와 머물던 작은 의자 위에
같은 모습의 바람이 지나네
너는 떠나며 마치 날 떠나가듯이
멀리 손을 흔들며
언젠가 추억에 남겨져 갈 거라고
그리워하면 언젠가 만나게 되는
어느 영화와 같은 일들이 이뤄져 가기를
힘겨워 한 날에 너를 지킬 수 없었던
아름다운 시절 속에 머문 그대이기에 
너는 떠나며 마치 날 떠나가듯이
멀리 손을 흔들며
언젠가 추억에 남겨져 갈 거라고
그리워하면 언젠가 만나게 되는
어느 영화와 같은 일들이 이뤄져 가기를
힘겨워 한 날에 너를 지킬 수 없었던
아름다운 시절 속에 머문 그대여
그리워하면 언젠가 만나게 되는
어느 영화와 같은 일들이 이뤄져 가기를
힘겨워 한 날에 너를 지킬 수 없었던
아름다운 시절 속에 머문 그대이기에"
청춘만화,이무진,38071559,"우린 멋진 나이야
좀 어리긴 하지만
하고픈 일이나 가고픈 길
해야 할 일들까지 많으니까
우린 확신 속에 숨은 불확실함
우리란 꽃말을 지닌 라일락
영원할 것만 같은 이 시간이다
던질게 이 청춘의 끝까지 날
깊이 잠겼어도 떠오른 때
쓰러졌어도 벅차오른 때
많은 어제를 지나왔으니
점이 되어버린 출발선에
무모했던 날의 날 데리러
언젠간 돌아갈 거라 믿어
푸르른 공기가 나를
사무친다 가득
하늘을 날을 수 있을 듯한 밤이다
잔요동이 헤엄쳐 오는 곳이
어딘지 몰라 안 가는 건 아니야
따사로운 온기가 닿을
구름을 향하는
비행이 망설여지기도 하겠지만
한 번뿐인 이 모험을 겁내진 않아
오늘보다 오래된 날은 없으니 어서
날아오르자
우린 멋진 나이지만
아직 어린아이라
빠르게 밀려오는 여정이
두렵게만 느껴질 때가 있다
오늘은 지나쳐가는 유람일까?
혹은 기나긴 꿈 이야긴가?
답을 찾는 건 어렵기만 하지만
따라야지 그게 청춘이라니까
누군 위에 누군 저기 아래
또 누군 다른 길로 떠났네
점점 혼잔 게 외롭긴 해도
멈추지만 않으면 도착해
끝과 시작의 과정 사이의 나의
쉼표를 그늘진 길가에다
푸르른 공기가 나를
사무친다 가득
하늘을 날을 수 있을 듯한 밤이다
잔요동이 헤엄쳐 오는 곳이
어딘지 몰라 안 가는 건 아니야
언젠가 마지막
안녕이란 인사 뒤에 나올 음악
시간은 흘러서 이건 명장면이 될 거야
조금은 씁쓸하겠지만서도
지나면 아련한 만화
그래서 찬란한
우리가 기다린 미래도 우릴 기다릴까
분명한 건 지금보다 환하게
빛날 거야 아직 서막일 뿐야
푸르른 공기가 날
사무쳐 안아
하늘을 날을 수 있을 듯한 밤이다
잔요동이 헤엄쳐 오는 곳으로 가자
이 세상에서 제일 높은 곳을 향해서
뛰어오르자"
APT.,로제 (ROSÉ),38120327,"아파트 아파트 
아파트 아파트 
아파트 아파트 
Uh, uh huh uh huh
 
아파트 아파트 
아파트 아파트 
아파트 아파트 
Uh, uh huh uh huh 
Kissy face, kissy face 
Sent to your phone but, 
I'm trying to kiss your lips for real 
Red hearts, red hearts 
That’s what I’m on yeah 
Come give me something I can feel 
Oh oh oh 
Don't you want me like I want you, baby 
Don't you need me like I need you now 
Sleep tomorrow but tonight go crazy 
All you gotta do is just meet me at the 
아파트 아파트 
아파트 아파트 
아파트 아파트 
Uh, uh huh uh huh 
아파트 아파트 
아파트 아파트 	
아파트 아파트
Uh, uh huh uh huh 
It’s whatever it’s whatever it’s whatever you like  
Turn this 아파트 into a club 
I’m talking drink, dance, smoke, freak, party all night 
건배 건배 girl what’s up 
Oh oh oh 
Don't you want me like I want you, baby 
Don't you need me like I need you now 
Sleep tomorrow but tonight go crazy 
All you gotta do is just meet me at the 
아파트 아파트 
아파트 아파트 
아파트 아파트 
Uh, uh huh uh huh
 
아파트 아파트 
아파트 아파트 
아파트 아파트 
Uh, uh huh uh huh
 
Hey so now you know the game 
Are you ready? 
Cause I’m comin to get ya 
Get ya, get ya 
Hold on, hold on 
I’m on my way 
Yeah yeah yeah yeah yeah 
I’m on my way 
Hold on, hold on
I’m on my way 
Yeah yeah yeah yeah yeah 
I’m on my way 
Don't you want me like I want you, baby 
Don't you need me like I need you now 
Sleep tomorrow but tonight go crazy 
All you gotta do is just meet me at the 
아파트 아파트 
아파트 아파트 
아파트 아파트 
Just meet me at the 
(Uh huh uh huh)
 
아파트 아파트 
아파트 아파트 
아파트 아파트 
Just meet me at the 
(Uh huh uh huh) 
아파트 아파트 
아파트 아파트 
아파트 아파트 
Just meet me at the 
(Uh huh uh huh) 
아파트 아파트 
아파트 아파트 
아파트 아파트 
Uh, uh huh uh huh"
나는 반딧불,황가람,38123338,"나는 내가 빛나는 별인 줄 알았어요
한 번도 의심한 적 없었죠
몰랐어요 난 내가 벌레라는 것을
그래도 괜찮아 난 눈부시니까
하늘에서 떨어진 별인 줄 알았어요
소원을 들어주는 작은 별
몰랐어요 난 내가 개똥벌레라는 것을
그래도 괜찮아 나는 빛날 테니까
나는 내가 빛나는 별인 줄 알았어요
한 번도 의심한 적 없었죠
몰랐어요 난 내가 벌레라는 것을
그래도 괜찮아 난 눈부시니까
한참 동안 찾았던 내 손톱
하늘로 올라가 초승달 돼 버렸지
주워 담을 수도 없게 너무 멀리 갔죠
누가 저기 걸어놨어 누가 저기 걸어놨어
우주에서 무주로 날아온
밤하늘의 별들이 반딧불이 돼 버렸지
내가 널 만난 것처럼 마치 약속한 것처럼
나는 다시 태어났지 나는 다시 태어났지
나는 내가 빛나는 별인 줄 알았어요
한 번도 의심한 적 없었죠
몰랐어요 난 내가 벌레라는 것을
그래도 괜찮아 난 눈부시니까
하늘에서 떨어진 별인 줄 알았어요
소원을 들어주는 작은 별
몰랐어요 난 내가 개똥벌레란 것을
그래도 괜찮아 나는 빛날 테니까"
HANDS UP,MEOVV (미야오),38865745,"이 길로 갈게 we gata
See above okay
We back on track
이미 백번째 나를 dead it
뜨거운 햇빛처럼 lit it
Samadhi we burn again
네 위를 봐
You can‘t deny
막힘 없지 
더 묻지마
Do what you please
거침없게
Don't cross the line
1, 2, 3 set it off
Try and catch up 수평 너머로
높이 용 솟음 쳐
마법같은 purr
이래 저래 해도 넌
‘Bout it ‘bout that, no you not
So what we gonna do?
I see you look at me now
Hands up 
Crack the sky open put your hands up
Break the sky let the water fall
손 위로 답을 몰라도
Throw it up what you wanna do?
Hands up 
Crack the sky open put your hands up
Break the sky let the water fall
손 위로 답을 몰라도
Throw it up what you wanna do?
이 길로 갈게 we gata 
See above okay
We back on track
이미 백번째 나를 dead it
뜨거운 햇빛처럼 lit it
Samadhi we burn again
Provocation ain't nothing new to me
휘둘러 봐 네 녹슨 sword
질투 가득한 admiration
Self affirmation yet still unsure
번쩍 뜨일거야 두 눈이
Me and my girls you dealin’ with
So 아리따운 killin’ 잔인한 willin’
Hands up who the real villain
내 안의 불씨들 won’t let it die
꺼지진 않겠어 I will survive
이래 저래 해도 넌
‘Bout it ‘bout that, no you not
So what we gonna do? 
I see you look at me now
Hands up 
Crack the sky open put your hands up
Break the sky let the water fall
손 위로 답을 몰라도
Throw it up what you wanna do?
Hands up 
Crack the sky open put your hands up
Break the sky let the water fall
손 위로 답을 몰라도
Throw it up what you wanna do?
불타는 마음 다 태워봐
어차피 또 피어날 테니까
이제 다시 거슬러 위로 아래로
다 뒤집어 
Let that drum go rum pu pu pum
Hands up 
Crack the sky open put your hands up
Break the sky open put your hands up
Crack the sky open put your hands up
Break the sky open put your 
Hands up"
TOO BAD (feat. Anderson .Paak),G-DRAGON,38589554,"‘G’, ‘A.P’
“Let me kill ’em like I usually do, Man.” 
Check it How do you do?
‘Tiki-Taka’ 난무 
불이나 축이듯, 땀이 주르르르륵
빛 쬐, Beautiful (That’s cool) 
살짝쿵 손만 잡고 짝짝꿍 볼 맞장구
게슴츠르레, G’azm 오르게 
Dang, Is she that good?! 
Baby Girl! Too bad for me 
There you go! Toot that! As for me?
All I want! Is in arms’ reach 
Break me off! Passionately 
Baby Girl! Too bad for me
There you go! Toot that! As for me?
All I want! Is in arms’ reach 
Break me off! Passionately 
긴가민가 어딘가 아리까리해
Flirting인가? Bluffing인가? U got me bad 
MBTI가 SEXY TYPE 하니 내 색시나 해
GD be like that N.G M이 나이 Zett
“I don’t think so.”
Baby Girl! Too bad for me 
There you go! Toot that! As for me?
All I want! Is in arms’ reach 
Break me off! Passionately 
Baby Girl! Too bad for me 
There you go! Toot that! As for me?
All I want! Is in arms’ reach
Break me off! Passionately 
You do somethin’ (to me) 
The chills runnin’ (thru me) 
I feel somethin’ (pull me) 
I’m still runnin’ (til’ I reach) 
You do somethin’ (to me) 
The chills runnin’ (thru me) 
I feel somethin’ (pull me) 
I’m still runnin’ (til’ I reach)
Come do something to me 
Come do something to me 
Come do something to me 
Too hot to touch, Show me
Come do something to me 
Come do something to me 
Come do something to me 
1, 2, You Too. Shall we? 
Baby Girl! Too bad for me 
There you go! Toot that! As for me?
All I want! Is in arms’ reach 
Break me off! Passionately 
Baby Girl! Too bad for me 
There you go! Toot that! As for me?
All I want! Is in arms’ reach
Break me off! Passionately 
You do somethin’ (to me) 
The chills runnin’ (thru me) 
I feel somethin’ (pull me) 
I’m still runnin’ (til’ I reach) 
You do somethin’ (to me) 
The chills runnin’ (thru me) 
I feel somethin’ (pull me) 
I’m still runnin’ (til’ I reach) 
You do somethin’ 
The chills runnin’ 
I feel somethin’ 
I’m still runnin’ (til’ I reach) 
You do somethin’ 
The chills runnin’ 
I feel somethin’ 
I’m still runnin’"
REBEL HEART,IVE (아이브),38444825,"시작은 항상 다 이룬 것처럼
엔딩은 마치 승리한 것처럼
겁내지 않고 마음을 쏟을래 
내 모양대로
이제 더 이상 신경 쓰지 않아
어디에서도 내 맘을 지키기
오해 받을 땐 자유에 맡겨둘래
다 알게 될 거니까
So you can 
Love me, hate me
You will never be never be never be me
Try me, I’ll break free
You will never be never be never be me
We are rebels in our heart,
Rebels in our heart 
We are rebels in our heart
We are rebels in our heart,
꺾이지 않아
We are rebels in our heart
너는 어디가 조금 부족해
너는 거기가 뭔가 좀 넘쳐
I don’t care 뭐든 말은 참 쉽지
그래 실행이 어려운 거야
Do it, move it, do it 
우린 그냥 할게
내 갈 길은 멀고 
그 위에는 드라마가 있어 
또 외로움이 너무 길어지는 밤엔 
그 맘을 쏘아 올려
Love me, hate me
You will never be never be never be me
Try me, I’ll break free
You will never be never be never be me
We are rebels in our heart,
Rebels in our heart 
We are rebels in our heart
We are rebels in our heart,
꺾이지 않아
We are rebels in our heart
Rebels in our heart!
우린 따로 이유를 묻지 않고 
서로가 필요할 때가 있어
그런 맘이 어떤 건지 잘 알기에
영원을 바라는 사이보단
지금을 이해해주고 싶어
We will always be the rebels 
Come, join as who you are
We are rebels, we are one
이 마음만으로
We are rebels, we are one
We are rebels in our heart,
Rebels in our heart 
We are rebels in our heart
We are rebels in our heart,
꺾이지 않아
We are rebels in our heart"
눈물참기,QWER,39117090,"맑은 하늘에 비 내리는 날
내 마음과 정말 닮아서 이상하네요
한 방울 한 방울씩 떨어지는 비가
점점 맘에 차서 숨쉬기가 힘들 것 같아요
세상이 아직은 무섭고
여전히 넘어지는 게
아직은 너무 어려운가 봐
눈물 멈추는 법을 몰라요
차디차고 너무 아파요
괜찮다는 말은 다 거짓말
비가 내리는 여기 남겨져
혼자 울고 싶지 않아요
알려주세요
눈물을 참는 방법
하나둘 한숨 위로 차오른 슬픔이
이제는 밖으로 다 쏟아져 넘칠 것 같아요
말해줘 다 잘될 거라고
도와줘 겁 많은 나라서
날 믿을 수 없을 땐, 어떡해야 하나요
누구라도 말해줘요
넘어지는 게 아직 너무 어려운가 봐
눈물 멈추는 법을 몰라요
차디차고 너무 아파요
괜찮다는 말은 다 거짓말
비가 내리는 여기 남겨져
혼자 울고 싶지 않아요
알려주세요
눈물을 참는 방법
내리던 비가 그치고 나면
내일이 꼭 올 테니까
눈물 멈추는 법을 몰라도
이런 내가 자꾸 미워도
잠시 멈춰 눈물을 삼키고
일기장 속에 적어 놓았던
“잘 지내나요?”란 말 위에
적어봐요
“이젠 잘 지낼게요”
잘 지낼게요"
오늘만 I LOVE YOU,BOYNEXTDOOR,38426197,"그날 이후로 난 이렇게 살고
더는 기타 한 번도 들지 못 하고
그날 이후로 난 이렇게 살아
웃기지 그런데
세탁기는 가득히 밀려버린 빨래를 토해내고
머리는 붕 떠 부스스해
나 빼고 분주한 창밖은 벚꽃마저 바쁘고
한심하기로
퍽 짝이 없어도
당장에 내가 내일
환생할 리 만무해도
추억 팔아서
곡이나 쓰는 건
딱 죽기보다 싫은데
그날 이후로 난 이렇게 살고
더는 기타 한 번도 들지 못 하고 
그날 이후로 난 이렇게 살아
웃기지 그런데
오늘만 I love you 愛してる 사랑해라 말하고
말하고 후회하면 좀 괜찮을까
Love you
Dum dum dum yeah
Dum dum dum yeah
Wanna tell ya
영감을 받은 척하고
뻔한 가사를 써봐도
돌고 돌아 종착지는 결국 you
So sick of being sober
너에 대한 노래 아닌 척
살아가겠지 오늘 내일 또 모레 지겹지만
추억 팔아서
곡이나 쓰는 건
딱 죽기보다 싫은데
그날 이후로 난 이렇게 살고
더는 기타 한 번도 들지 못 하고
그날 이후로 난 이렇게 살아
웃기지 그런데
오늘만 I love you 愛してる 사랑해라 말하고
말하고 후회하면 좀 괜찮을까
Love you
솔직히 말해 음악 같은 건
감정 소모밖엔 안 되니까
가사 쓰고 기타 치는 건 의미도 없고
억지스러운 감동 코드로 변질될 것 같아서 이만 할래
다 별거 없는 거잖아
(I love you)
Dum dum dum yeah
(愛してる 사랑해)
Dum dum dum yeah"
HAPPY,DAY6 (데이식스),37323944,"그런 날이 있을까요? 
마냥 좋은 그런 날이요
내일 걱정 하나 없이 
웃게 되는 그런 날이요
뭔가 하나씩은 
걸리는 게 생기죠
과연 행복할 수 있을까요 
그런 날이 있을까요? 
꿈을 찾게 되는 날이요 
너무 기뻐 하늘 보고
소리를 지르는 날이요
뭐 이대로 계속해서  
버티고 있으면 언젠가
그런 날이 올까요  
May I be happy? 
매일 웃고 싶어요
걱정 없고 싶어요
아무나 좀 답을 알려주세요
So help me
주저앉고 있어요
눈물 날 것 같아요
그러니까 제발 제발 제발요
Tell me it’s okay to be happy
알고리즘엔 잘된 사람만 
수도 없이 뜨네요 
뭐 이대로 계속해서 
살아만 있으면 언젠가
저런 날이 올까요  
May I be happy? 
매일 웃고 싶어요
걱정 없고 싶어요
아무나 좀 답을 알려주세요
So help me
주저앉고 있어요
눈물 날 것 같아요
그러니까 
Tell me it’s okay to be happy
그냥 쉽게 쉽게 살고 싶은데
내 하루하루는 왜 이리
놀라울 정도로 어려운 건데
May I be happy? 
매일 웃고 싶어요
걱정 없고 싶어요
아무나 좀 답을 알려주세요
So help me
주저앉고 있어요
눈물 날 것 같아요
그러니까 제발 제발 제발요
Tell me it’s okay to be happy"
빌려온 고양이 (Do the Dance),아일릿(ILLIT),39116012,"심장은 oh là là
두근대 이 순간
J’aime danser avec toi
I do I do
도착한 carnival
핑크빛 설렘
So curious
So fabulous
Like a roller coaster ride
근데 왜 뚝딱대
빌려온 고양이가 돼
볼은 blush 맘은 rush
A fool a fool a, for u
심장아 나대지 마
찌릿 찌릿 feel so shy
My heart starts to
Dance 
Do a little 
Do ah 
Do a little
Dance do a little dance
Do ya do ya 
Do you wanna dance?
대답은 하나뿐
Say “yes”
Dance 손을 잡은 채
Do it do it 
너와 나의 date
마법에 걸리게
Say “Yeah”
Do do do do do do the da da
Da da da da da da da dance
The la la la la little dance
꿍실냐옹
Do the dance, ah oui
Do do do do do do the da da
Da da da da da da da dance
The la la la la little dance
둠칫냐옹
날까? 아닐까?
네 맘속 그 아이
털 바짝 세워 feel you
애매모호 
알듯 말듯 암호 
So curious 
너무 불안해서
Like a roller coaster ride
나답지 않잖아
데이트도 기세야
그게 내 필살기
A fool a fool a, for u
밤이 되어 시작된
화려한 parade 속 
너와 함께
Dance 
Do a little 
Do ah 
Do a little
Dance do a little dance
Do ya do ya 
Do you wanna dance?
대답은 하나뿐
Say “yes”
Dance 손을 잡은 채
Do it do it 
너와 나의 date
마법에 걸리게
Say “Yeah”
Do do do do do do the da da
Da da da da da da da dance
The la la la la little dance
꿍실냐옹
Do the dance, ah oui
Do do do do do do the da da
Da da da da da da da dance
The la la la la little dance
둠칫냐옹"
